ปี,หมายเลขบ่อน้ำบาดาล / หมายเลขอื่น ๆ,สถานที่ตั้งบ่อ,จังหวัด,อำเภอ,ตำบล,ความลึกของบ่อ,pH,EC,ความขุ่น,สี,แคลเซียม,แมกนีเซียม,โซเดียม,โพแทสเซียม,เหล็ก,แมงกานีส,ทองแดง,สังกะสี,ซัลเฟต,คลอโรด์,คาร์บอเนต,โบคาร์บอเนต,ฟลูออไรด์,ไนไทรต์,ไนเทรด,ความกระด้างทั้งหมด,ความกระกระด่างถาวร,TDS,สารหนู,ตะกั่ว,แคดเมียม,โครเมียม,ปรอท,ซีลีเนียม
2568,5809G047,บ้านเขาสุกิม ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,7.0,193,0.2,-,23,1.8,14,10,0.6,0.0,0.0,0.1,3,9.2,0,105,0.7,0.00,< 0.9,65,0,125,,,,,,
2565,6409E006,บ้านคลองหลอด บ่อที่ 1 ตำบลท่าช้าง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,62,7.0,244,2.7,-,1.9,1.6,57,2.5,3.4,0.2,0.0,1.7,2,22,0,120,0.3,-,< 0.9,11,0,159,,,,,,
2568,6709B048,บ้านเขากะแจะ กลุ่มที่ 1 ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,102,6.5,159,1.0,-,19,2.9,9.7,2.7,2.0,0.2,0.0,1.3,1,4.8,0,91,0.2,-,< 0.9,60,0,103,,,,,,
2568,6709B049,บ้านเขากะแจะ กลุ่มที่ 2 ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,102,6.5,113,12,-,8.8,4.2,11,5.3,7.7,0.2,0.0,1.1,1,2.8,0,70,0.4,-,< 0.9,39,0,73,,,,,,
2568,5409D023,โรงเรียนตำรวจตระเวนชายแดนสิงคโปร์แอร์ไลน์เฉลิมพระเกียรติ (บ่อที่2) (บ้านหนองบอน) ตำบลทุ่งขนาน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทุ่งขนาน,-,6.7,170,0.1,-,13,1.8,24,0.86,0.0,0.0,0.0,0.0,< 1,12,0,93,0.1,-,< 0.9,39,0,110,,,,,,
2568,6309G068,โรงเรียนตำรวจตระเวนชายแดนบ้านคลองมะลิประเวศน์วิทยา ตำบลอ่างคีรี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,อ่างคีรี,92,6.3,185,11,-,22,5.2,12,0.57,18,0.5,0.0,0.6,1,4.8,0,114,0.2,-,< 0.9,75,0,120,,,,,,
2568,6109E054,โรงเรียนบ้านแก้ว บ้านดงชะมูล ตำบลท่าช้าง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,-,5.9,123,> 20,-,7.8,3.4,12,0.52,15,0.1,0.0,0.0,15,9.6,0,33,0.1,0.00,6.1,34,6,80,,,,,,
2568,5409D023,โรงเรียนตำรวจตระเวนชายแดนสิงคโปร์แอร์ไลน์เฉลิมพระเกียรติ (บ่อที่2) บ้านหนองบอน ตำบลทุ่งขนาน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทุ่งขนาน,27,7.1,844,0.9,-,110,24,51,0.71,0.2,0.1,0.0,0.6,24,40,0,470,0.2,-,6.0,370,0,549,,,,,,
2568,6309G068,โรงเรียนตำรวจตระเวนชายแดนบ้านคลองมะลิประเวศน์วิทยา ตำบลอ่างคีรี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,อ่างคีรี,92,6.3,191,0.0,-,24,6.0,12,0.57,1.3,0.3,0.0,0.5,1,4.4,0,121,0.2,-,< 0.9,84,0,124,,,,,,
2564,6309D042,บ้านห้วงปลาดุก บ่อที่ 3 ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,92,7.3,"1,560",-,-,130,56,170,2.4,0.0,0.0,-,-,720,4.0,0,203,0.3,0.00,5.8,550,390,"1,010",,,,,,
2568,6409E006,บ้านคลองหลอด บ่อที่ 1 ตำบลท่าช้าง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,62,6.0,390,1.4,-,6.2,2.5,81,4.6,18,0.2,0.0,8.2,5,39,0,156,0.3,-,< 0.9,26,0,254,,,,,,
2564,6309G074,บ้านคลองพลู ตำบลคลองพลู อำเภอเขาคิชฌกูฏ จังหวัดจันทบุรี,จันทบุรี,เขาคิชฌกูฏ,คลองพลู,92,7.9,248,-,-,22,5.6,32,2.8,0.0,0.0,-,-,3,8.8,0,172,1.0,-,< 0.9,77,0,161,,,,,,
2564,6409B009,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง บ่อที่ 2 ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,8.0,262,-,-,29,6.6,22,2.6,1.4,0.3,-,-,1,6.4,0,189,0.2,-,< 0.9,100,0,170,,,,,,
2568,6109E055,โรงเรียนวัดตกพรม ตำบลตกพรม อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ตกพรม,-,5.8,88,0.2,-,6.7,3.0,8.3,0.56,0.0,0.0,0.0,0.1,4,10,0,28,0.0,0.00,5.5,29,6,57,,,,,,
2568,6109E055,โรงเรียนวัดตกพรม ตำบลตกพรม อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ตกพรม,-,5.3,90,0.3,-,7.7,3.1,8.4,0.56,2.2,0.0,0.0,0.1,4,10,0,29,0.0,0.00,5.3,32,8,58,,,,,,
2568,6409B009,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,-,5.9,114,2.5,-,14,2.7,6.6,1.3,3.4,0.0,0.0,0.4,5,4.8,0,58,0.1,0.00,5.1,45,0,74,,,,,,
2567,6309G069,เลขที่ 58 ตำบลท่าใหม่ อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ท่าใหม่,104,7.4,84,0.1,0,10,3.2,4.4,0.75,0.0,0.0,0.0,0.0,1,5.2,0,40,0.1,0.00,8.4,39,6,55,,,,,,
2568,5809G047,บ้านเขาสุกิม ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,เขาบายศรี,-,7.3,183,6.1,-,20,3.5,14,9.7,1.0,0.0,0.0,0.1,6,8.0,0,97,0.7,0.00,< 0.9,65,0,119,,,,,,
2568,5943G051,วัดนายายอาม ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,48,6.0,124,-,-,8.5,2.4,14,0.26,0.2,0.1,0.0,0.0,1,11,0,40,0.0,0.00,13,31,0,81,,,,,,
2568,5943G053,วัดสำโรง ตำบลหนองตาคง อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,หนองตาคง,34,7.0,"1,100",-,-,140,26,67,0.34,0.2,0.0,0.0,0.0,34,96,0,548,0.3,0.00,4.0,470,20,715,,,,,,
2568,5943G058,โรงเรียนบ้านสมเด็จเจ้าพระยาอุปถัมป์ ตำบลทรายขาว อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทรายขาว,51,7.2,"1,210",-,-,120,58,61,1.1,0.6,0.2,0.0,0.0,36,98,0,635,0.4,0.00,< 0.9,550,25,786,,,,,,
2568,6509H008,บ้านหนองคล้า ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,-,7.1,349,20,-,51,9.8,11,1.0,2.0,0.4,0.0,0.7,2,2.0,0,221,0.2,0.00,1.2,170,0,227,,,,,,
2564,6309A065,บ้านห้วงปลาดุก บ่อที่ 3 ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,,7.2,221,-,-,1.6,4.9,48,0.60,0.2,0.3,-,-,12,24,0,85,0.5,-,< 0.9,24,0,144,,,,,,
2564,PGS009,อบต.สีพยา ตำบลสีพยา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,สีพยา,,8.3,133,-,-,7.4,11,3.3,2.2,0.0,0.0,0.0,0.0,1,22,5,35,0.4,-,5.7,64,27,86,,,,,,
2562,6209D031,บ้านบะขมิ้น ตำบลโคกปี่ฆ้อง อำเภอเมืองสระแก้ว จังหวัดสระแก้ว,สระแก้ว,เมืองสระแก้ว,โคกปี่ฆ้อง,98,8.1,608,-,-,78,23,33,0.6,0.1,0.1,-,-,5,10,0,421,0.2,0.00,< 0.9,290,0,395,,,,,,
2562,6109B048,บ้านหนองห้าง ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,62,7.4,"1,050",-,-,20,12,180,5.3,0.4,1.9,-,-,60,270,0,37,0.6,-,< 0.9,97,67,682,,,,,,
2562,6109B050,บ้านโป่งเจริญชัย ตำบลทับช้าง อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทับช้าง,74,7.8,"1,060",-,-,41,60,140,1.4,0.0,0.6,-,-,15,73,0,617,0.8,-,< 0.9,350,0,689,,,,,,
2568,6409B010,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,-,6.6,114,2.6,-,15,1.5,6.5,1.3,3.5,0.0,0.0,0.4,5,6.0,0,56,0.1,0.00,5.2,44,0,74,,,,,,
2565,5909A030,บ้านคลองตาโนด ตำบลทับช้าง อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทับช้าง,-,7.4,"1,100",13,-,83,68,110,0.59,0.4,0.0,-,-,26,35,0,717,0.5,-,4.6,490,0,715,,,,,,
2565,5909F026,บ้านจางวาง ตำบลหนองตาคง อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,หนองตาคง,-,8.0,"1,460",0.3,-,14,25,330,0.20,0.0,0.0,-,-,72,59,0,780,1.3,-,< 0.9,140,0,949,,,,,,
2565,5909A030,บ้านคลองตาโนด ตำบลทับช้าง อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทับช้าง,-,7.6,"1,400",0.2,-,42,45,250,0.50,2.1,0.1,-,-,110,67,0,754,1.0,-,< 0.9,290,0,910,,,,,,
2565,5909F026,บ้านจางวาง ตำบลหนองตาคง อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,หนองตาคง,-,7.7,"1,410",0.1,-,32,32,280,0.50,2.0,0.1,-,-,100,63,0,677,1.0,-,< 0.9,210,0,916,,,,,,
2564,6409B010,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง บ่อที่ 3 ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,8.2,211,-,-,22,13,1.8,6.1,0.1,0.0,-,-,10,16,0,113,0.7,-,0.9,110,14,137,,,,,,
2564,6409B010,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง บ่อที่ 3 ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,8.2,211,-,-,22,13,1.8,6.1,0.1,0.0,-,-,10,16,0,113,0.7,-,0.9,110,14,137,,,,,,
2562,6209B006,บ้านคลองปรือ ตำบลฉมัน อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ฉมัน,70,7.5,304,-,-,47,9.1,8,1.4,4.3,0.6,-,-,2,< 1.5,0,194,0.2,-,3.4,150,0,198,,,,,,
2565,6409B010,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง บ่อที่ 3 ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,7.2,140,16,-,25,0.5,3.7,1.0,0.3,0.1,0.0,16,2,7.2,0,82,0.2,-,< 0.9,64,0,91,,,,,,
2565,6409B010,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง บ่อที่ 3 ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,7.2,140,16,-,25,0.5,3.7,1.0,0.3,0.1,0.0,16,2,7.2,0,82,0.2,-,< 0.9,64,0,91,,,,,,
2565,6409F007,เทศบาลตำบลปัถวี บ่อที่ 2 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,100,7.4,512,1.4,-,85,5.0,28,1.5,1.1,0.5,0.0,0.0,3,6.4,0,343,0.2,-,7.2,230,0,333,,,,,,
2568,6709B051,บ้านเขากะแจะ กลุ่มที่ 2 ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,102,6.4,174,> 20,-,17,2.5,16,4.2,3.6,0.3,0.0,0.1,4,6.0,0,104,0.5,-,< 0.9,52,0,113,,,,,,
2568,6009A033,โรงเรียนตำรวจตระเวนชายแดนบ้านบ่อชะอม ตำบลพวา อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,พวา,-,6.8,58,0.2,-,8.8,1.3,3.3,0.69,0.0,0.0,0.0,0.0,1,< 1.5,0,39,0.1,-,< 0.9,27,0,38,,,,,,
2564,6409F007,เทศบาลตำบลปัถวี บ่อที่ 3 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,100,8.6,250,-,-,30,3.8,30,2.1,1.2,0.6,-,-,< 1,4.4,45,101,0.3,-,9.0,91,0,162,,,,,,
2568,6009A033,โรงเรียนตำรวจตระเวนชายแดนบ้านบ่อชะอม ตำบลพวา อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,พวา,74,6.2,203,0.4,-,34,3.5,2.9,0.48,7.9,0.2,0.0,0.0,2,< 1.5,0,123,0.3,-,< 0.9,99,0,132,,,,,,
2568,6009A033,โรงเรียนตำรวจตระเวนชายแดนบ้านบ่อชะอม ตำบลพวา อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,พวา,74,6.2,205,6.4,-,33,5.5,3.1,0.47,26,0.3,0.1,0.0,1,2.8,0,124,0.3,-,< 0.9,110,4,133,,,,,,
2563,6309F003,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,92,8.1,257,-,-,19,9.1,27,2.9,0.0,0.0,0.0,0.0,1,8.8,0,158,0.3,-,1.3,84,0,167,,,,,,
2565,6309F058,บ้านเนินมณฑา บ่อที่3 ตำบลกระแจะ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,กระแจะ,80,7.5,"3,760",2.2,-,270,84,400,1.8,6.5,0.3,-,-,18,"1,200",0,37,0.1,-,< 0.9,"1,000",990,"2,440",,,,,,
2565,6009A033,โรงเรียนตำรวจตระเวณชายแดนบ้านบ่อชะอม ตำบลพวา อำเภอแก่งหางแมว จังหวัดจันทบุรี,จันทบุรี,แก่งหางแมว,พวา,-,7.5,448,0.2,-,83,8.4,6.0,1.8,1.5,0.5,-,-,1,2.8,0,299,0.4,-,< 0.9,240,0,291,,,,,,
2567,6309F006,บ้านหนองหงส์ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,80,6.6,478,3.9,-,63,20,6.5,1.2,0.3,0.3,0.0,0.0,3,6.4,0,286,0.2,-,< 0.9,240,3,311,,,,,,
2568,6509H008,บ้านหนองคล้า ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,-,7.3,374,4.9,-,56,11,10,1.0,1.4,0.2,0.0,0.8,3,3.6,0,234,0.2,0.00,1.6,180,0,243,,,,,,
2568,6409B009,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,-,6.6,118,0.4,-,13,2.4,6.4,1.2,0.1,0.0,0.0,0.4,5,4.4,0,60,0.1,0.00,4.8,43,0,77,,,,,,
2568,5909G002,โรงเรียนวัดเวฬุวัน บ้านตันหาร ตำบลวังสรรพรส อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,วังสรรพรส,-,5.0,44,0.4,-,2.4,1.1,4.4,0.76,0.0,0.1,0.0,0.0,1,3.2,0,16,0.0,0.00,5.6,10,0,29,,,,,,
2568,5909G002,โรงเรียนวัดเวฬุวัน บ้านตันหาร ตำบลวังสรรพรส อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,วังสรรพรส,-,5.4,46,0.4,-,3.5,0.7,4.6,0.78,0.0,0.0,0.0,0.0,1,4.4,0,18,0.0,0.03,3.9,12,0,30,,,,,,
2563,5509C035,บ้านยางระหง ตำบลกระแจะ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,กระแจะ,104,7.1,154,-,-,13,4.6,14,0.80,0.2,0.0,0.0,0.1,6,12,0,67,0.1,-,1.9,51,0,100,,,,,,
2562,6109E055,โรงเรียนวัดตกพรม ตำบลตกพรม อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ตกพรม,78,7.4,252,-,-,34,4.6,13,1.2,0.0,0.2,-,-,< 1,13,0,142,0.1,-,< 0.9,100,0,164,,,,,,
2565,6309G049,สำนักสงฆ์บ้านซอยสุขสันต์ ตำบลทับช้าง อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทับช้าง,-,7.4,"1,100",-,-,60,45,100,0.73,1.6,0.2,0.0,0.0,36,52,0,557,0.7,0.01,< 0.9,340,0,715,,,,,,
2565,6309G050,โรงเรียนบ้านทรัพย์เจริญ ตำบลสะตอน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,สะตอน,-,7.2,"1,090",-,-,84,56,49,1.1,0.6,0.2,0.0,0.0,30,62,0,529,0.3,0.00,< 0.9,440,9,708,,,,,,
2562,6209A014,โรงเรียนบ้านใหม่ ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,74,8.5,603,-,-,20,49,43,0.8,0.0,0.1,-,-,8,46,32,272,0.7,0.07,< 0.9,250,0,392,,,,,,
2562,6209A012,โรงเรียนบ้านคลองใหญ่ ตำบลคลองใหญ่ อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,คลองใหญ่,80,8.1,444,-,-,37,21,29,0.5,0.6,0.1,-,-,27,26,0,203,0.2,0.20,17,180,11,289,,,,,,
2568,6709F029,บ้านคลองขวาง (บ่อที่ 2) ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,84,5.7,161,16,-,17,4.8,4.7,2.7,1.8,0.2,0.0,0.0,2,< 1.5,0,94,0.2,-,< 0.9,62,0,105,,,,,,
2568,5909A029,ซอย 4 บ้านคลองขนุน ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,-,6.5,138,0.3,-,11,10,5.7,2.1,0.0,0.0,0.0,0.0,1,4.0,0,77,0.1,0.00,8.6,68,5,90,,,,,,
2568,5909A029,ซอย 4 บ้านคลองขนุน ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,-,5.6,138,0.1,-,12,6.5,5.8,2.1,0.0,0.0,0.0,0.0,1,4.8,0,75,0.1,0.00,8.1,56,0,90,,,,,,
2562,6209A012,โรงเรียนบ้านคลองใหญ่ ตำบลคลองใหญ่ อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,คลองใหญ่,80,6.6,18,0.2,0,1.1,1.0,< 4,< 0.4,0.0,0.0,0.0,0.0,6,< 1.5,0,6,0.0,0.23,1.6,7,2,12,,,,,,
2562,6209A014,โรงเรียนบ้านใหม่ ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,74,6.7,21,0.1,0,0.0,1.4,< 4,0.5,0.0,0.0,0.0,0.0,< 1,< 1.5,0,12,0.0,0.00,< 0.9,6,0,14,,,,,,
2562,6209A014,โรงเรียนบ้านใหม่ ตำบลโป่งน้ำร้อน อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,โป่งน้ำร้อน,74,7.7,956,-,-,85,37,110,0.8,0.0,0.0,-,-,5,48,0,647,0.9,0.30,< 0.9,370,0,621,,,,,,
2568,6309G062,โรงเรียนบ้านทรัพย์เจริญ ตำบลสะตอน อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,สะตอน,30,7.2,"1,350",-,-,110,49,140,1.4,0.1,0.1,0.0,0.0,58,120,0,668,0.3,0.00,< 0.9,480,0,878,,,,,,
2564,6309G069,ทัณฑสถานเปิดทุ่งเบญจา บ้านเนินดินแดง ตำบลทุ่งเบญจา อำเภอท่าใหม่ จังหวัดจันทบุรี,จันทบุรี,ท่าใหม่,ทุ่งเบญจา,104,7.1,175,-,-,24,0.1,17,5.9,0.6,0.0,-,-,9,5.2,0,103,0.4,-,1.6,60,0,114,,,,,,
2564,6409B009,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลซึ้ง บ่อที่ 2 ตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี,จันทบุรี,ขลุง,ซึ้ง,104,7.9,738,-,-,52,30,20,< 0.02,0.0,0.0,-,-,6,8.8,0,366,0.7,-,< 0.9,250,0,480,,,,,,
2564,6409E007,บ้านคลองหลอด บ่อที่2 ตำบลท่าช้าง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,62,7.2,707,-,-,16,10,140,2.4,1.3,0.3,-,-,16,82,0,334,0.7,-,< 0.9,82,0,460,,,,,,
2568,6709B047,บ้านเขากะแจะ กลุ่มที่ 1 ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,102,6.3,118,2.3,-,10,3.7,8.3,2.9,2.6,0.2,0.0,3.4,1,6.8,0,60,0.2,-,< 0.9,41,0,77,,,,,,
2562,6209F016,โรงเรียนบ้านน้ำตกพลิ้ว (เฉลิมพงษ์ราษฎร์พิทยาคาร) ตำบลพลิ้ว อำเภอแหลมสิงห์ จังหวัดจันทบุรี,จันทบุรี,แหลมสิงห์,พลิ้ว,74,7.8,303,-,-,34,16,7,1.5,0.1,0.3,-,-,< 1,2.0,0,200,0.1,0.00,< 0.9,150,0,197,,,,,,
2562,6209A012,โรงเรียนบ้านคลองใหญ่ ตำบลคลองใหญ่ อำเภอโป่งน้ำร้อน จังหวัดจันทบุรี,จันทบุรี,โป่งน้ำร้อน,คลองใหญ่,80,7.9,633,-,-,90,25,27,0.4,0.1,0.0,-,-,31,28,0,398,0.2,1.4,2.2,330,0,411,,,,,,
2564,6309G076,บ้านห้วงปลาดุก ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,นายายอาม,80,7.2,62,-,-,6.4,5.6,2.4,0.70,0.0,0.0,-,-,1,9.2,0,30,0.1,-,3.9,39,15,40,,,,,,
2562,6209G011,บ้านตามูล ตำบลทรายขาว อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทรายขาว,68,7.6,746,-,-,86,21,61,1.2,0.0,0.0,-,-,42,33,0,375,0.7,-,3.9,300,0,485,,,,,,
2562,6209G011,บ้านตามูล ตำบลทรายขาว อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทรายขาว,68,7.6,746,-,-,86,21,61,1.2,0.0,0.0,-,-,42,33,0,375,0.7,-,3.9,300,0,485,,,,,,
2562,6209B005,บ้านคลองขวาง ตำบลแสลง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,แสลง,74,8.1,339,-,-,47,12,16,3.4,1.0,0.2,-,-,2,2.4,0,226,0.3,-,1.3,170,0,220,,,,,,
2562,6209F015,โรงเรียนวัดโป่งแรด (ปคุณวิทยาคาร) ตำบลพลับพลา อำเภอเมืองจันทบุรี จังหวัดจันทบุรี,จันทบุรี,เมืองจันทบุรี,พลับพลา,70,7.9,302,-,-,37,18,7,1.5,0.1,0.2,-,-,< 1,2.8,0,202,0.0,0.00,< 0.9,170,3,196,,,,,,
2562,6109B051,บ้านเขาแดง ตำบลทับช้าง อำเภอสอยดาว จังหวัดจันทบุรี,จันทบุรี,สอยดาว,ทับช้าง,74,7.9,651,-,-,38,46,45,0.6,0.0,0.6,-,-,10,9.2,0,423,0.6,-,19,280,0,423,,,,,,
2565,6409G033,บ้านปากทางแทรกเตอร์ ตำบลวังใหม่ อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,วังใหม่,100,7.1,363,-,-,72,2.5,1.7,0.70,0.3,0.3,-,-,1,5.6,0,243,0.2,-,< 0.9,190,0,236,,,,,,
2563,6309F005,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,92,7.5,393,-,-,29,7.8,43,3.3,0.0,0.1,0.0,0.0,1,42,0,168,0.4,-,0.9,100,0,255,,,,,,
2563,6309F001,บ้านตรอกประดู่ ตำบลสนามไชย อำเภอนายายอาม จังหวัดจันทบุรี,จันทบุรี,นายายอาม,สนามไชย,80,8.1,253,-,-,16,9.1,27,2.7,0.1,0.0,0.0,0.0,1,9.2,0,147,0.3,-,4.6,77,0,164,,,,,,
2562,6209D032,บ้านร่มไทร ตำบลโคกสูง อำเภอโคกสูง จังหวัดสระแก้ว,สระแก้ว,โคกสูง,โคกสูง,80,8.0,878,-,-,23,47,120,0.9,0.1,0.0,-,-,2,16,0,607,0.1,0.00,6.2,250,0,571,,,,,,
2565,6409F006,เทศบาลตำบลปัถวี บ่อที่ 1 ตำบลปัถวี อำเภอมะขาม จังหวัดจันทบุรี,จันทบุรี,มะขาม,ปัถวี,92,6.9,331,> 20,-,50,2.6,21,1.4,10,1.2,0.0,9.0,3,8.0,0,211,0.2,-,16,130,0,215,,,,,,
